id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5787156,Fully furnished CHEAP & NICE room,27456244,,,Wyndham,-37.90530037526104,144.7437737042401,Private room,49,1,1,2015-10-02,0.32,1,365
9719442,Five Star Area Boutique Room五星区精品大床,50171785,Vivian,,Wyndham,-37.9061519225762,144.77054233313768,Private room,32,2,2,2015-12-04,1.71,3,176
8654769,"VILLA JEMMA +  CAR, SLEEPS 12",15651267,,,Wyndham,-37.91119339446493,144.7786337945127,Entire home/apt,195,2,2,2015-11-09,0.90,2,358
6263917,Point Cook Guest Room with Ensuite,20095699,,,Wyndham,-37.90435225705308,144.74800888351615,Private room,69,1,2,2015-12-13,0.63,1,365
7847695,Watching ships on Port Phillip bay,41353275,,,Wyndham,-37.96640112145295,144.70460149517663,Entire home/apt,191,1,0,,,1,336
6487741,Stylish & Modern Living B&B,1751503,,,Wyndham,-37.89503085249538,144.77434804434228,Private room,49,1,7,2015-12-18,3.04,2,337
1637329,Private Ensuite Room 1 in Melbourne,8623584,Michael,,Wyndham,-37.901881253369176,144.7422859895335,Private room,60,5,0,,,3,365
5356999,2 storey house in Hoppers Crossing,12663070,,,Wyndham,-37.86314541863496,144.6681948148498,Private room,91,1,0,,,1,365
1621193,Private EnSuite room4 in Point Cook,8623584,Michael,,Wyndham,-37.90037243518967,144.74153548429263,Private room,49,5,4,2015-01-23,0.30,3,365
7584131,Point Cook,26194784,,,Wyndham,-37.89694648316068,144.73783586116105,Private room,49,1,0,,,1,365
9189642,SILVERBAY VILLA - POINT COOK + CAR,15651267,,,Wyndham,-37.91660664488713,144.77914504391,Entire home/apt,176,2,1,2015-12-07,1,2,361
4519807,Friendly Host in Melbourne Room 2,22793004,,,Wyndham,-37.84801275100692,144.6860931267064,Private room,59,1,24,2015-08-23,1.79,1,360
10286517,Williams Landing墨尔本西区,28902941,Novia,,Wyndham,-37.866064806578926,144.72114899055381,Private room,60,1,0,,,1,365
8994613,Enroute to the Great Ocean Road!,31704781,,,Wyndham,-37.83818966466791,144.7086137270928,Private room,51,1,7,2015-12-06,3.44,1,65
8155910,Modern 4 bedroom home,36078187,,,Wyndham,-37.91166912130312,144.77041438232504,Private room,55,2,1,2015-12-04,1,1,298
5222707,Charming 4BR Home 22 km to Melborne,5598870,Arya,,Wyndham,-37.86522874287097,144.72259413686987,Entire home/apt,159,4,20,2015-12-29,1.94,2,268
9117125,Seaeagle Ave Home,7440687,,,Wyndham,-37.876704598479115,144.74067625462723,Private room,36,1,0,,,1,352
5631951,A room (and den) just like home,14387888,Carol,,Wyndham,-37.89717202827152,144.65308776194237,Shared room,53,1,5,2015-12-31,0.54,1,363
8826793,Brand new house close to all!,46232973,,,Wyndham,-37.90277990325331,144.74453053072114,Private room,60,1,0,,,1,365
5926412,Private Room & Own Lounge/Study,30144781,,,Wyndham,-37.90428420000103,144.75062749815288,Private room,55,1,3,2015-11-27,0.37,2,347
7252782,Granny Mansion,37971839,,,Wyndham,-37.85303183699034,144.69878195164375,Entire home/apt,115,1,5,2015-12-17,0.93,1,235
8658023,"VILLA EDGEVIEW +  CAR, SLEEP 12",15651267,,,Wyndham,-37.91503939601672,144.77844994724137,Entire home/apt,195,2,1,2015-10-19,0.39,2,365
5809902,"Own Room, Guest Lounge & Bathroom!",30144781,,,Wyndham,-37.90484775195333,144.75034852755076,Private room,55,1,8,2015-12-28,0.88,2,347
4684749,Double room with access to pool/gym,1360067,Sharmaine,,Wyndham,-37.9091612130885,144.7739452840945,Private room,45,5,1,2015-06-09,0.14,2,365
8561235,MODERN PRIVATE STUDIO-Wetland Views,45058728,Verena And Aleks.,,Wyndham,-37.91295425663065,144.73648289683973,Entire home/apt,64,2,3,2015-12-16,1.41,1,314
5907737,Mandy Room @ Westbourne Manor,30581042,,,Wyndham,-37.85581054459025,144.74676088061943,Private room,60,1,1,2015-08-17,0.21,2,365
5907584,Cheyenne Room @ Westbourne Manor,30581042,,,Wyndham,-37.85620525296774,144.74649163621248,Private room,60,3,0,,,2,364
1024812,A Clean Private Room In Tarneit,5642324,,,Wyndham,-37.84576423603041,144.66857768198835,Private room,75,5,0,,,1,365
9659125,"gest house in point cook, melbourne",8668696,,,Wyndham,-37.901911685519984,144.73409208557055,Entire home/apt,159,1,0,,,1,317
8152019,Spacious Bedroom and private bath,25983721,,,Wyndham,-37.85735227578081,144.73672230662388,Private room,40,1,1,2015-10-28,0.44,1,323
1630761,Private Ensuite room 3 in Melbourne,8623584,Michael,,Wyndham,-37.900066037153096,144.74145672637462,Private room,53,5,5,2015-07-02,0.44,3,364
7724084,Cozy & Modern B&B,1751503,,,Wyndham,-37.89544486482057,144.7762682138442,Private room,45,1,0,,,2,364
7266440,"Friendly host - Large, Comfy Room",38047748,,,Wyndham,-37.839415472712304,144.665272556785,Private room,40,2,2,2015-12-07,1.05,1,364
10000999,Sanctuary Parkview Resort,24105997,Nube,,Wyndham,-37.89409529500189,144.77267490090085,Private room,36,2,0,,,2,5
8002331,Private Room Double Bed Point Cook,36591532,,,Wyndham,-37.897788444148354,144.72829311895168,Private room,45,1,12,2015-12-24,4.09,1,349
9738996,Golf Villa Master Room高尔夫水岸精品主卧,50171785,Vivian,,Wyndham,-37.90826234880512,144.77128437139126,Private room,45,2,1,2015-12-06,1,3,179
9737614,Super Lake Area Quality Room湖景小区优单间,50171785,Vivian,,Wyndham,-37.90742374692821,144.76924323644852,Private room,32,2,1,2015-12-07,1,3,181
10000147,Sanctuary Parkview Resort,24105997,Nube,,Wyndham,-37.892799136147,144.77362487715413,Private room,36,1,0,,,2,0
464612,Point Cook B&B with attached bath-2,2309055,,,Wyndham,-37.90042129541459,144.724964251269,Entire home/apt,58,3,37,2015-11-27,0.87,1,317
6443247,Two-Bedroom Apartment,18069116,,,Wyndham,-37.866061268113285,144.76130280254552,Entire home/apt,110,2,0,,,2,339
2150936,Queen bed downstairs with parking,10857350,,,Wyndham,-37.89298019194878,144.66623790073015,Private room,49,1,12,2015-12-17,0.57,1,363
8506529,提供大家一个来墨尔本探亲旅游，学习工作暂住的，价廉质优的房间！,38745614,Stella,,Wyndham,-37.89086647547572,144.73517086173635,Shared room,48,1,1,2015-12-31,1,1,365
4391429,Modern 3BR Home. 22 km to Melb CBD.,5598870,Arya,,Wyndham,-37.84525940539463,144.72971673410558,Entire home/apt,149,4,45,2015-12-26,3.32,2,282
10209896,Big comfortable house in Melbourne,23405787,Anna,,Wyndham,-37.859460689678265,144.74671065494204,Entire home/apt,280,1,0,,,3,364
7864485,Private Room Queen Bed Point Cook,36591532,Reny & Dick,,Wyndham,-37.897600253727646,144.728636671931,Private room,47,1,15,2015-12-31,3.57,1,358
5816622,Queen room with own toilet and bath,1360067,Sharmaine,,Wyndham,-37.9093186225293,144.77445824684025,Private room,48,4,1,2015-10-18,0.38,2,301
6011446,Backpackers delight!,31206106,Andrew(Buddha),,Hume,-37.67906043694317,144.88389894254078,Private room,49,1,19,2015-12-15,2.32,1,322
4883611,"Backpackers delight, near airport",12137616,,,Hume,-37.59161612606688,144.9049776678372,Private room,45,1,27,2015-12-25,2.35,1,319
9850571,Large 2br Central Creative Home,272146,Krystal,,Hume,-37.69430744815662,144.87917536030002,Entire home/apt,140,1,0,,,3,71
8705134,Spacious Ensuite Near Airport,22671901,,,Hume,-37.6451478314017,144.89002635793642,Private room,38,2,2,2015-12-06,0.95,1,100
7012134,BRADFORD PLACE - 20min to CBD,15651267,,,Hume,-37.6937820597919,144.88535086916238,Entire home/apt,195,2,1,2015-12-25,1,2,341
7765921,Close to city. 5 minutes walk to tr,40843316,Gibson,,Hume,-37.68807641057248,144.92110131300544,Shared room,14,1,0,,,1,356
6296679,Outer Metro Melbourne,32741289,,,Hume,-37.60544696360127,144.92662253163607,Private room,30,2,11,2015-11-29,1.46,1,130
310655,Bedroom with Queen bed and balcony,1598105,,,Hume,-37.57208776358376,144.93825460058582,Private room,100,1,0,,,1,365
9287566,"Colourful, Central, Creative- Home",272146,Krystal,,Hume,-37.695602791564866,144.87900722743944,Private room,55,2,1,2015-12-14,1,3,325
4271529,"Business, Backpacking  near airport",12137616,Lorraine,,Hume,-37.59135073776332,144.90647020210784,Private room,38,1,12,2015-12-14,0.92,1,326
10284422,Private room in a house,52899589,Usman,,Hume,-37.61868747710444,144.9222312227038,Private room,28,1,0,,,1,45
9318365,Room with double bed.,47854519,,,Hume,-37.591343331238406,144.89279423867876,Private room,64,7,0,,,2,287
4942847,AIRPORT MELROSE PL,25475709,,,Hume,-37.69077081498706,144.87229111339585,Entire home/apt,130,2,6,2015-12-17,0.56,1,363
5446822,House close to Melbourne Airport,18167309,Nicholas,,Hume,-37.70133378398005,144.87248389130818,Entire home/apt,149,1,11,2015-11-12,1.95,1,365
8581419,Close to the city is well,45162696,Galya,,Hume,-37.682685570647365,144.88745576226955,Private room,49,1,14,2015-12-30,6.00,1,358
6667300,VILLA TUSCANY - MELB -  DEC SPECIAL,15651267,,,Hume,-37.55793797863698,144.8965516434781,Entire home/apt,395,2,0,,,2,347
9613666,Private Room w/ Shared Bathroom - 2,4695256,Misty,,Hume,-37.67913550512247,144.89659801345817,Private room,49,1,1,2015-12-29,1,4,361
9034673,Queen bedroom with built in robe,21191209,,,Hume,-37.693886494409334,144.87475584564635,Private room,149,1,0,,,1,47
9200293,A nice room in Melbourne.,47854519,,,Hume,-37.59129307191506,144.89428122532487,Private room,64,1,0,,,2,357
8118550,MELROSE PLACE  MELBOURNE +  CAR,15651267,,,Hume,-37.70209986816272,144.8822936312066,Entire home/apt,180,2,0,,,2,362
6328212,Outer Suburbs family home,26817929,,,Hume,-37.63465837640137,144.92612357847545,Entire home/apt,40,1,0,,,1,213
8654594,Spacious rm 9min Airport 30min City,45482644,,,Hume,-37.62699362707985,144.87557454748125,Private room,45,1,8,2015-12-18,3.16,1,359
9115016,Private Room w/ Shared Bathroom - 1,4695256,Misty,,Hume,-37.67927702545694,144.89794124357817,Private room,49,1,0,,,4,359
9851203,Private Room w/ Shared Bathroom - 6,4695256,Misty,,Hume,-37.677920752212266,144.89830110724841,Private room,60,1,0,,,4,364
10259902,"Colourful, Central, Creative Home",272146,Krystal,,Hume,-37.69578532199836,144.8774924518665,Private room,40,1,0,,,3,322
3312756,1 Bdm Unit 10 mins to Melb Airport,16729776,,,Hume,-37.69102387634173,144.89472063687322,Entire home/apt,80,1,9,2015-04-18,0.48,1,32
4893429,Cozy Home near Melbourne Airport,25179944,James,,Hume,-37.698261540846104,144.87459070086703,Private room,62,1,27,2016-01-02,2.33,1,356
4145386,10 Mins from Tullamarine Airport,21505124,Domenic,,Hume,-37.69044867696736,144.92967456958235,Private room,75,1,50,2016-01-02,3.41,1,336
8615689,Room for Rent,42460492,,,Hume,-37.59718047515213,144.92383299297654,Private room,49,1,0,,,1,70
5621528,Halal home with Country hospitality,29140595,,,Hume,-37.68866389832269,144.9303817215886,Private room,82,1,0,,,1,365
8375030,Outer Metro Melbourne 2,32741289,Rob,,Hume,-37.60799092091977,144.9243464743335,Private room,30,2,1,2015-11-09,0.54,1,139
3345112,"2 Bedroom, 1 bath in Family Home",4695256,Misty,,Hume,-37.676021542194064,144.89576747431434,Private room,75,1,62,2015-11-25,3.52,4,17
5126733,Surprise yourself - Seaside Room,26500785,Jacqui,,Hobsons Bay,-37.869443915764805,144.82862098967578,Private room,40,2,27,2015-12-29,2.47,3,340
9869086,Charming historic renovated cottage,4029010,Jesse,,Hobsons Bay,-37.86460808288355,144.90378784682036,Entire home/apt,165,2,1,2015-12-30,1,1,120
6663783,Private Cosy Room with Garden View,9217524,Tung,,Hobsons Bay,-37.8738042691733,144.7713388416042,Private room,40,1,1,2015-08-17,0.21,2,358
9355835,Ensuite master bedroom - spa bath!,48552316,Rene,,Hobsons Bay,-37.849539369125516,144.89447463630214,Private room,60,1,8,2016-01-01,5.22,1,272
9480855,Sunny two bedroomed house Newport,49142294,Mary,,Hobsons Bay,-37.84578012662201,144.89097114918502,Private room,100,1,1,2015-12-20,1,1,23
5850844,On the Reserve and Water B1,24339659,Sebastian And Natalia,,Hobsons Bay,-37.873230838118694,144.81358104522715,Private room,32,3,8,2015-12-26,1.01,3,323
7735323,Comfortable room in Melbourne,23405787,Anna,,Hobsons Bay,-37.87853223367212,144.76707049021684,Private room,69,2,1,2015-12-03,0.94,3,365
7735574,Comfortable 2 BR for 4 guests,23405787,Anna,,Hobsons Bay,-37.878634070862034,144.76653872524736,Private room,138,1,5,2016-01-02,1.50,3,362
6917979,Newport Leadlight Haven,7015827,Noel,,Hobsons Bay,-37.84236022582764,144.88881695536605,Entire home/apt,125,3,8,2015-12-28,1.47,2,206
1562754,Private room in Melbourne,8315835,Piro,,Hobsons Bay,-37.86912713435207,144.83899449443552,Private room,137,1,0,,,1,365
10179588,"Great location, min from the beach",52274622,Typhanie,,Hobsons Bay,-37.86656393035965,144.8284232534336,Private room,66,1,0,,,1,297
6150280,"Beach front house, great view",4124201,,,Hobsons Bay,-37.87027952791939,144.8413647019103,Entire home/apt,195,1,0,,,2,198
9435213,Comfy bed 10 mins from city,33329251,Dan,,Hobsons Bay,-37.83541507857705,144.87235564454195,Private room,70,1,0,,,1,365
2710718,By the beach... 25 mins to Melb CBD,13873429,Pamela & Christophe,,Hobsons Bay,-37.866437412180524,144.88757830099263,Private room,99,1,3,2015-12-15,2.43,1,354
7749607,"Melbourne, beach, city, 4m to train",3336544,Myra,,Hobsons Bay,-37.845115711027184,144.8868286082102,Private room,40,1,14,2015-12-03,3.23,1,23
900706,Affordable and Comfy Room Available,4810945,Robert,,Hobsons Bay,-37.86389026433314,144.77731153131248,Private room,43,14,3,2015-04-08,0.14,2,365
8272803,Private Room and Ensuite Bathroom,43621746,Rachel,,Hobsons Bay,-37.83508811352205,144.87222966402936,Private room,89,1,0,,,1,99
9764714,"Bright, light, close to beaches.",2275744,Carlina,,Hobsons Bay,-37.855784165098626,144.88494673472687,Entire home/apt,115,3,0,,,1,77
9890283,Great house 10 minutes from CBD,29118442,Danielle,,Hobsons Bay,-37.84472470025287,144.8650978136025,Private room,69,1,0,,,1,365
3160619,Spacious funky relaxing family home,7792381,Mike,,Hobsons Bay,-37.84408881931755,144.88216097649666,Entire home/apt,461,3,1,2015-04-01,0.11,1,340
9370120,On the Reserve and Water B4,24339659,,,Hobsons Bay,-37.874857813490394,144.81266503428915,Private room,64,2,2,2015-12-31,2,3,91
7353427,Roni's Palace,25020483,,,Hobsons Bay,-37.86345232056965,144.813101440997,Private room,191,1,0,,,1,365
5437874,"Beach front, large room, great view",4124201,,,Hobsons Bay,-37.87006627723592,144.84154290164574,Private room,45,2,1,2015-11-22,0.70,2,359
6045015,Spacious & light filled 1BR Retreat,31372909,Polly,,Hobsons Bay,-37.84469948287837,144.86872691939243,Entire home/apt,130,2,9,2015-12-01,1.54,1,346
8845389,Private Bedroom and Bathroom!,23001244,Natalie,,Hobsons Bay,-37.83014222208551,144.88422283347165,Private room,69,2,6,2015-12-01,2.69,1,60
653330,Your luxury home away from home 3,2471690,Margaret,,Hobsons Bay,-37.86005279411085,144.8796463041611,Private room,185,1,0,,,1,365
800702,Beautiful Melbourne Home sleeps 14!,4215295,Gail And Michael,,Hobsons Bay,-37.84691920742987,144.8808537666739,Entire home/apt,499,7,13,2015-09-28,0.54,3,333
5797251,3 bedroom family house in Spotswood,20239487,,,Hobsons Bay,-37.82652835626791,144.87802226177794,Entire home/apt,200,6,0,,,1,265
1766675,Bright new beach-side apartment,9282702,Monica,,Hobsons Bay,-37.869386877578044,144.81845308297102,Entire home/apt,149,3,12,2015-11-03,0.47,1,247
9549058,"Spacious, Light, Airy,chic bedroom",4266337,Deb,,Hobsons Bay,-37.842710542501635,144.865766636719,Private room,55,1,2,2015-12-24,2,2,365
6976237,Relaxing Holiday By The Sea,36582709,Yew Kong,,Hobsons Bay,-37.864420545136234,144.87934235383875,Private room,138,1,0,,,1,365
9484063,Private Renovated Room,49157331,Jackie,,Hobsons Bay,-37.84412562627331,144.88488284716104,Private room,59,1,0,,,1,365
635722,Affordable and Cosy Accommodation,1198658,Erica Chin,,Hobsons Bay,-37.870023294688664,144.77236615081236,Private room,36,14,2,2013-12-30,0.07,1,365
7974253,private room c/w ensuite,38981612,Bruce,,Hobsons Bay,-37.85181141602445,144.89763344530795,Private room,85,1,2,2015-12-29,2,1,364
9482262,Position Perfect Williamstown,913736,Danielle & Ruth,,Hobsons Bay,-37.85992477402961,144.89077495887292,Entire home/apt,254,3,0,,,12,332
5042103,Room available for short term ,21059768,Ann,,Hobsons Bay,-37.851295962226466,144.8938873750289,Private room,60,2,9,2015-11-26,0.78,1,356
4026215,Modern bright room in cosy Brooklyn,20875103,Eimear & Cameron,,Hobsons Bay,-37.82199435112815,144.83981152311392,Private room,34,1,31,2015-12-05,2.00,1,344
7875631,10kms to CBD & Williamstown Beach,35334729,Kelly,,Hobsons Bay,-37.84002538590483,144.8811768901883,Entire home/apt,89,2,0,,,1,363
6614036,Close to transport & shops,23310892,Benjamin,,Hobsons Bay,-37.84368041507549,144.879879590839,Entire home/apt,91,1,3,2015-07-29,0.51,1,191
9825172,Heavenly retreat,49528320,Dawn Power,,Hobsons Bay,-37.867253292206705,144.83831824717402,Private room,80,1,1,2016-01-01,1,1,363
5548497,Single Rm by the beach,26500785,Jacqui,,Hobsons Bay,-37.868611821023926,144.82931127440185,Private room,36,1,17,2015-12-15,1.73,3,136
4739484,Upstairs Beachview Ensuite Living R,24339659,,,Hobsons Bay,-37.873686704125575,144.81378767777665,Private room,64,5,3,2015-02-06,0.25,3,90
10075098,Summer on the Reserve and Water,24339659,Sebastian And Natalia,,Hobsons Bay,-37.87471023014943,144.8141077745748,Private room,29,2,0,,,3,0
7563847,Single Bed,15289083,Karen,,Hobsons Bay,-37.85522730315806,144.8961433567652,Private room,80,1,1,2015-07-29,0.19,1,134
1844970,Just gorgeous - garden studio ,3688677,Sally,,Hobsons Bay,-37.84798017966042,144.8750631173935,Entire home/apt,95,2,30,2015-11-04,1.19,1,364
653325,Your luxury home away from home 2,2471690,Margaret,,Hobsons Bay,-37.86057272444632,144.87985227709066,Private room,185,3,0,,,1,365
9447443,"Charming 2 Storey, 4brm, with Pool",48953133,Huia,,Hobsons Bay,-37.85657397769384,144.90045226486825,Entire home/apt,267,4,0,,,1,50
5320144,Bayside Room with Ensuite,26500785,Jacqui,,Hobsons Bay,-37.86843397937492,144.82890698371435,Private room,48,2,18,2016-01-01,1.70,3,152
4319122,Lovely Williamstown Family Home,22424800,Sandy,,Hobsons Bay,-37.859660436145056,144.89594225782844,Entire home/apt,300,4,3,2015-01-11,0.24,1,154
2352336,I do likeTo stay beside the seaside,7015827,Noel,,Hobsons Bay,-37.87044574207879,144.82358766207182,Entire home/apt,145,2,30,2015-12-14,1.33,2,333
500950,Your luxury home away from home 1,2471690,Margaret,,Hobsons Bay,-37.85926044122866,144.87889826287193,Private room,185,1,1,2014-02-28,0.04,1,365
7939242,Stylish Artistic Bayside Apartment,41869122,Gursel,,Hobsons Bay,-37.85373633113931,144.85822181190306,Entire home/apt,99,5,1,2015-10-19,0.39,1,342
10166369,One bedroom 15minutes from the city,3969389,Shehan,,Hobsons Bay,-37.825402398886055,144.85088722999868,Private room,49,1,0,,,1,364
7644045,alchan 5,22793991,기수,,Hobsons Bay,-37.83974206246385,144.84655782875853,Shared room,21,3,1,2015-12-09,1,1,365
6005594,Private bathroom.location! Bayside!,20243309,Vivian,,Hobsons Bay,-37.866456763987024,144.81761664987297,Private room,45,1,13,2016-01-01,2.20,2,352
1648134,Cosy 1BD in Historical Williamstown,8720996,Jodie,,Hobsons Bay,-37.857828031939604,144.8941271191488,Entire home/apt,95,1,11,2015-11-16,0.61,1,344
75109,❤ Cosy Oasis just 10 km from CBD ❤,397569,Karen,,Hobsons Bay,-37.838211735643945,144.87827305496896,Private room,55,2,66,2015-12-06,1.14,2,364
9462830,Private Studio in Williamstown,11090526,Jasmine,,Hobsons Bay,-37.86462309831553,144.8978141787222,Entire home/apt,97,2,1,2015-12-11,1,1,55
1025055,Beautiful Melbourne Home - 2BR,4215295,Gail And Michael,,Hobsons Bay,-37.84360911909268,144.87686868054183,Private room,149,2,10,2015-11-05,0.30,3,347
1663262,Your luxury home away from home,8811660,Margaret,,Hobsons Bay,-37.85925413744932,144.88061071130957,Entire home/apt,185,2,0,,,1,358
4897414,"""Bayside B&B"" - Bayside Period Home",64753,Tony,,Hobsons Bay,-37.86519889879493,144.89932545349748,Private room,60,2,11,2015-12-14,1.14,1,345
4251330,WILLIAMSTOWN CENTRAL,11193686,Deb,,Hobsons Bay,-37.85628636890092,144.8968632966324,Entire home/apt,180,2,22,2015-12-18,1.44,1,305
9828924,SHARED Room on the Water,24339659,Sebastian And Natalia,,Hobsons Bay,-37.87344691226653,144.8122630359057,Shared room,25,2,1,2015-12-20,1,3,57
1121807,Gorgeous Home by Park and Sea.,2529901,"Andrew, Freya, Mads & Jack.",,Hobsons Bay,-37.86689279097366,144.90737916080963,Entire home/apt,180,7,1,2014-01-26,0.04,1,29
5905859,Melbourne Coastal Suburb Dble Room+,13247434,Robyn,,Hobsons Bay,-37.87971075048986,144.79202499726713,Private room,95,1,0,,,1,61
8703816,Absolutely Amazing Altona,4007602,Kieren,,Hobsons Bay,-37.86639962713675,144.82808216401097,Private room,40,1,2,2015-12-29,2,1,340
2448210,Stunning 2 Rm Apartm't Williamstown,5821435,Veronica,,Hobsons Bay,-37.85694906934174,144.87151999025824,Entire home/apt,160,1,68,2015-12-26,3.31,6,187
4938242,Charming Heritage Victorian home,25447023,Brendan,,Hobsons Bay,-37.856319419057634,144.89291212871242,Entire home/apt,300,3,0,,,1,303
6871479,Bright Inner Melbourne Family Home,10918327,Nat,,Hobsons Bay,-37.84429012995771,144.87835643167884,Entire home/apt,276,5,1,2015-08-28,0.23,1,169
5642943,Newport Views-large 3 brm apartment,29246190,Matthew,,Hobsons Bay,-37.84136507907247,144.87522619122603,Entire home/apt,180,2,12,2015-12-20,1.41,1,330
4695869,3 bed modern townhouse... CBD views,20555318,Spencer,,Hobsons Bay,-37.829187632242665,144.87061237183656,Entire home/apt,195,3,2,2015-04-08,0.16,1,0
8017437,Fresh funky flat in fabulous street,42335749,Andrea,,Hobsons Bay,-37.86020467643147,144.89843473274414,Entire home/apt,121,1,3,2015-10-24,1.05,1,0
6903201,1 Bedroom Apartment,32790903,Sally,,Hobsons Bay,-37.86272377898322,144.90584974946862,Entire home/apt,95,1,4,2015-10-10,0.69,2,119
8507850,"Light, bright room, great location!",7868235,Suzanne,,Hobsons Bay,-37.858445782329675,144.9009752817646,Private room,88,1,8,2015-11-25,2.67,1,349
9946375,Self Contained Furnished Bungalow,43228195,Luna,,Hobsons Bay,-37.82979829161716,144.8832613734407,Entire home/apt,100,4,0,,,1,364
2838047,A Charming Terrace in tourist area,14518329,Marilyn,,Hobsons Bay,-37.865140815212555,144.9073843290654,Private room,160,1,3,2015-08-23,0.26,1,301
4099516,Gorgeous light filled home,19762308,Christine,,Hobsons Bay,-37.84097253089272,144.88777666987883,Entire home/apt,189,3,20,2015-12-10,1.35,1,355
7622401,1 bedroom Suite,32790903,Sally,,Hobsons Bay,-37.864461468335854,144.9078302989104,Entire home/apt,125,1,1,2015-09-01,0.24,2,245
922118,Stunning Inner Melbourne Home - 3BR,4215295,Gail And Michael,,Hobsons Bay,-37.846319036219384,144.8703260916759,Private room,199,2,45,2015-11-01,1.33,3,347
281890,❤ Gorgeous retreat! 10km from CBD ❤,397569,Karen,,Hobsons Bay,-37.83693770912879,144.87639665665355,Private room,55,1,48,2015-11-27,0.97,2,364
